"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16"
"200" 0.07501692835836 0.0923571968078613 0.381519471488178 0.632841620495737 0.0048765 NA 0.169184932138426 0.298200625869263 0.0442734035577869 0.327439763623454 0.601095271210014 0.4525 0.5475 0.791 0.922 0.552066234375975
"201" 0.137603204135581 NA 0.0751803122330457 0.628381254645143 0.0113202 NA 0.0881625948571043 0.497610654538993 0.62996297173707 0.306653172315112 0.132944707993652 0.259 0.741 0.722 0.77 0.362585699300654
"202" 0.129835642932798 NA 0.465950547223348 0.508466376390905 NA NA NA 0.194568301580867 0.00149817292056213 0.163632791028221 0.733481961897041 0.7023 0.2978 0.616 0.585 0.283540866369483
"204" 0.00774160544347395 NA 0.0162907209876773 0.540309915323073 NA NA 4.02800456119996e-07 0.00454484134921779 0.783958410933929 NA 0.807777865645744 0.1667 0.8333 0.999 0.999 NA
"205" NA NA 0.0834308080808081 0.579279397051493 NA NA 0.0511438539742145 0.0808499158249158 NA NA 0.286978787878788 0.6599 0.3401 NA NA 0.26017974394063
"206" 0.0361789064121418 0.247624702453613 0.166207863709552 0.579740123304979 NA NA 0.00710557932756994 0.429699267646601 0.15389222972365 0.234692731002403 0.460603542305095 0.5594 0.4407 0.476 0.654 0.434817521424513
"207" 0.492754256751254 NA 0.0078984485190409 0.737825157892707 NA 0.9671666 0.000110512793640631 0.230606488011284 0.12600875689236 0.165244454376733 0.00930888575458392 0.001 0.999 0.999 0.999 NA
"208" 0.0279939518069534 NA 0.00714540907466953 NA NA NA NA 0.780635941407646 4.62435648713893e-06 0.355296795711339 0.0385852090032154 0.7722 0.2278 0.298 0.814 0.179797371477214
"209" 0.00414848243018276 0.15091739654541 0.219451371571072 0.326559733583811 NA NA NA 0.421723469105015 0.001 NA 0.547104461069548 0.5968 0.4032 0.133 0.228 0.313941216352754
"210" 0.0438507397961812 0.161105804443359 0.361969111969112 0.624513103764545 0.001302 NA 0.365758751992807 0.127895752895753 0.0192215376617103 0.204792179932941 0.773166023166023 0.3281 0.6719 0.75 0.824 0.606236449494398
"211" NA NA 0.166666666666667 NA NA NA NA 0.001 NA NA 0.166666666666667 0.0578 0.9422 NA NA NA
"212" NA NA 0.0175343513884018 NA NA NA NA 0.101428252622183 NA NA 0.703366595466573 0.5997 0.4003 NA NA 0.527095698140722
"213" NA 0.0910161018371582 0.297930482506289 NA 0.008661 NA 0.0718304878141678 0.310999313972102 NA NA 0.400914703864624 0.4433 0.5567 0.964 0.982 0.888352765133595
"215" NA 0.043119101524353 NA NA NA NA 0.00024563287596111 NA NA NA NA 0.8097 0.1903 0.067 0.164 NA
"218" 0.422570804260395 0.123226003646851 0.090625 NA NA NA NA 0.558333333333333 NA NA 0.507291666666667 0.3435 0.6565 0.347 0.408 NA
"219" NA NA 0.00416666666666667 0.589736319818543 NA NA 0.169355609975221 0.982820512820513 NA NA 0.00565384615384615 0.3399 0.6602 0.792 0.884 NA
"220" 0.102880692982655 0.10160120010376 0.289980451690721 0.613793116119326 0.0117845 NA 0.282709191415735 0.403443829804933 0.0356891876033872 0.413735901996208 0.400241234454935 0.4653 0.5347 0.988 0.994 NA
"221" 0.0642065678189759 NA 0.091454816285998 0.6538197249626 0.0221174 NA 0.337058863902495 0.619662363455809 0.0535980387839038 0.421156231022902 0.305357497517378 0.5037 0.4963 0.991 0.991 NA
"222" 0.142565337852216 0.149390897750854 0.0635388279197663 0.726761617250897 0.0326285 NA 0.485356288986907 0.689229333922565 0.0615795800719861 0.320590045258392 0.0744568019444649 0.1404 0.8596 0.993 0.993 NA
"223" 0.001 0.249452209472656 0.101744186046512 NA NA NA NA 0.340697674418605 NA NA 0.71046511627907 0.7869 0.2132 0.575 0.631 0.100872861075729
"225" 0.0720551073748943 NA 0.00173913043478261 NA NA NA NA 0.884130434782609 2.20583777300364e-05 0.278909315909328 0.0321739130434783 0.4579 0.5421 0.984 0.984 NA
"226" NA NA 0.253880084953439 NA NA NA 0.0238835416292908 0.0267385503458041 NA NA 0.758100528236127 0.4194 0.5806 0.957 0.962 NA
"228" NA NA 0.0389135959339263 0.351208846813479 NA NA NA 0.0387150571791614 NA NA 0.396561308767471 0.7738 0.2262 0.121 0.314 0.153113823794492
"231" 0.00411100119601573 0.190144100189209 0.487221915793344 0.417782853256878 NA NA 0.00312608008035722 0.0345651774223203 0.0153446960576134 0.259604993671408 0.702334988049274 0.5954 0.4046 0.116 0.247 0.291229813332485
"232" 0.214417231932853 NA 0.329033647164752 0.558408208778071 0.006272 NA 0.00462050006138132 0.320988862573157 0.0356910457019258 0.188542280422901 0.432774178394566 0.4846 0.5154 0.93 0.899 0.351550345617516
"233" NA NA 0.0525989653135042 NA 0.001089 NA 0.490597534248236 0.0296859913824161 NA NA 0.341893274537778 0.7311 0.2689 0.95 0.938 0.543721982353307
"234" NA NA 0.0412827442385036 NA NA NA 0.001 0.0878215904496414 NA NA 0.720064690485817 0.496 0.504 NA NA 0.0112965462250326
"236" NA 0.0800384998321533 0.104236718224613 NA NA NA NA 0.46133154001345 NA 0.808332020548254 0.255548083389375 0.666 0.334 0.406 0.69 NA
"238" NA NA 0.25 NA NA NA NA 0.125 NA NA 0.458333333333333 0.762 0.238 0.91 0.976 NA
"241" NA NA 0.0487329434697856 0.639025212097614 NA NA 0.001 0.457076023391813 NA NA 0.105263157894737 0.9165 0.0835 0.915 0.915 NA
"242" 0.0632742148072781 NA 0.186663233779609 NA 0.0063168 0.7903643 0.00893521640021797 0.0670056642636457 0.0721191047436835 NA 0.64836508753862 0.3295 0.6705 0.916 0.974 0.655661095805155
"243" 0.0215970339609467 NA 0.269038369086444 0.607189852654276 NA 0.9543963 0.0712045754406658 0.152215999896054 0.0308332942358576 0.302253602556508 0.50103296389174 0.2611 0.7389 0.949 0.983 0.561487783204814
"244" NA NA NA NA NA NA NA 0.333333333333333 NA NA 0.6 0.3938 0.6062 NA 0.863 NA
"245" 0.00759900484896967 0.172971000671387 0.15240460600587 0.417506265590325 NA NA 0.00903153818384694 0.519981937231881 0.0290635072872368 0.154405111410796 0.447617972454279 0.6768 0.3232 0.156 0.313 0.340985283860311
"246" 0.0182776968950781 0.117049102783203 0.344105326152005 0.558353183398792 NA NA NA 0.103580690205466 0.0108156464362864 0.108961829142607 0.718880909634949 0.8356 0.1644 0.191 0.285 0.224392737958431
"247" 0.0726841625752164 0.131213502883911 0.5615667454988 0.591664484797611 0.0061742 NA 0.227608686451169 0.166704068773844 0.0106961484523227 0.373687532184352 0.712458354192201 0.3009 0.6992 0.959 0.974 0.999
"249" 0.138463485223147 NA 0.137732830533653 0.644140297547251 NA 0.9843593 0.1894417014812 0.105416523825848 0.00298597959765499 0.216635043745127 0.825597074620043 0.0454 0.9546 0.964 0.966 NA
"250" 0.189915245249453 0.145481996536255 0.169014530873186 NA 0.0279385 NA 0.121103409781656 0.338997225447175 0.0817133468780365 0.227559743916941 0.446251172461743 0.1821 0.8179 0.999 0.999 NA
"251" NA NA 0.103432063939821 0.495424545622794 0.0021354 0.9998055 NA 0.0756911142454161 NA NA 0.629290079924777 0.6352 0.3648 0.999 0.999 0.218336973223931
"252" 0.0833250780782612 NA 0.128205128205128 0.7493051234801 NA NA NA 0.692307692307692 0.000101611942313956 NA 0.256410256410256 0.491 0.509 NA NA 0.4521154123778
"253" NA NA 0.0306105096082988 NA NA NA NA 0.529255711127487 NA NA 0.244884076866391 0.1096 0.8904 0.944 0.975 NA
"256" NA NA 0.206711387751153 0.454923914285905 NA NA NA 0.476440803689489 NA NA 0.350685329119231 0.6576 0.3424 0.78 0.944 0.425465185085741
"257" NA 0.215984306335449 0.0164068908941756 NA NA NA NA 0.360951599671862 NA NA 0.153404429860541 0.7356 0.2644 0.579 0.651 NA
"259" 0.00371489013602334 NA 0.0282685512367491 NA NA NA NA 0.604240282685512 0.252875140647282 0.270248322752468 0.123674911660777 0.8105 0.1896 0.915 0.933 0.594780321045275
"260" NA NA NA 0.654999791414626 NA NA 0.00601530972330299 NA NA NA NA NA NA NA NA 0.333466762603242
"261" 0.0469585328121786 NA 0.02363770668788 0.42156266185734 NA NA 0.001 0.0103983180862549 0.00192008723045263 NA 0.44597230903271 0.6481 0.3519 NA NA NA
"262" 0.0588097092968932 0.191303405761719 0.103042643167448 0.686109365244107 NA 0.941399 0.0269905634490842 0.0761773652408313 0.11883851461225 0.355651029035802 0.79830020855831 0.3471 0.653 0.664 0.696 0.452191726956703
"263" 0.0526812602273563 NA 0.0511171794078478 NA NA NA NA 0.654232636973863 0.0164272294008026 NA 0.320639233780384 0.5862 0.4138 0.439 0.556 0.436319109419822
"264" 0.0289365117262129 0.300076198577881 0.103399250355435 0.644528118177263 NA 0.8869342 NA 0.363500064624532 0.0200354489344359 NA 0.418766963939511 0.6772 0.3228 0.368 0.493 0.664271717396328
